Make	Model	MakeCode	FamilyCode	YearGroup	MonthGroup	SequenceNum	Description	CurrentRelease	ImportFlag	LimitedEdition	Series	SeriesModelYear	BadgeDescription	BadgeSecondaryDescription	BodyStyleDescription	BodyConfigDescription	WheelBaseConfig	Roofline	ExtraIdentification	DriveDescription	DriveCode	GearTypeDescription	GearLocationDescription	GearNum	DoorNum	EngineSize	EngineDescription	Cylinders	FuelTypeDescription	InductionDescription	OptionCategory	CamDescription	EngineTypeDescription	FuelCapacity	FuelDeliveryDescription	MethodOfDeliveryDescription	GrossCombinationMAss	GrossVehicleMass	VIN	WheelBase	Height	Length	Width	KerbWeight	TareMass	PayLoad	Power	PowerRPMFrom	PowerRPMTo	Torque	TorqueRPMFrom	TorqueRPMTo	RonRating	SeatCapacity	ModelCode	BuildCountryOriginDescription	ValvesCylinder	EngineCycleDescription	EngineConfigurationDescription	EngineLocation	EngineNum	Acceleration	FrontTyreSize	RearTyreSize	FrontRimDesc	RearRimDesc	TowingBrakes	TowingNoBrakes	WarrantyCustAssist	FreeScheduledService	WarrantyYears	WarrantyKM	FirstServiceKM	FirstServiceMonths	RegServiceMonths	AltEngEngineType	AltEngBatteryType	AltEngCurrentType	AltEngAmpHours	AltEngVolts	AltEngChargingMethod	AltEngPower	AltEngPowerFrom	AltEngPowerTo	AltEngTorque	AltEngTorqueFrom	AltEngTorqueTo	AltEngDrive	NormalChargeMins	QuickChargeMins	NormalChargeVoltage	QuickChargeVoltage	KMRangeElectricEng	ElectricEngineLocation	TopSpeedElectricEng	GreenhouseRating	AirpollutionRating	OverallGreenStarRating	CO2Combined	CO2Urban	CO2ExtraUrban	FuelUrban	FuelExtraurban	FuelCombined	EmissionStandard	MaxEthanolBlend	AncapRating	VFactsClass	VFactsSegment	VFactsPrice	IsPPlateApproved	AverageKM	GoodKM	AvgWholesale	AvgRetail	GoodWholesale	GoodRetail	TradeMin	TradeMax	PrivateMax	NewPrice	Colour	Branch	SaleCategory	Sold_Date	Compliance_Date	Age_Comp_Months	KM	Sold_Amount
Renault	Master	RENA	MASTER	2014	0	11	X62 Van Mid Roof LWB 4dr. AMT 6sp 1534kg 2.3DT (L3H2)	F	L	F	X62	NULL	NULL	NULL	Van	NULL	Long Wheelbase	Mid Roof	L3H2	Front Wheel Drive	FWD	Sports Automatic Single Clutch	Dash	6	4	2299	2.3	4	Diesel	Turbo Intercooled	CC	Double Overhead Cam	Piston	105	Direct Injection	Electronic Sequential	NULL	3510	VF1MAF4ECB#######	4332	2492	6198	2070	1976	1904	1534	110.00	NULL	3500	350	1500	2750	NULL	3	NULL	FRANCE	4	4 Stroke	In-line	Front	M9TD680 #######	NULL	225/65 R16	225/65 R16	16x6.5	16x6.5	2500	750	3yr Roadside	NULL	3	200000	NULL	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	217	NULL	NULL	8.80	8.00	8.70	Euro 5	NULL	NULL	Heavy Commercial	Trucks 3,501-7,500 kgs GVM	NULL	T	90	60	23600	29800	26100	32800	21200	24000	29500	48490	389 - Glacier White (R)	Adelaide (SA)	Auction	2018-01-17 00:00:00.000	11/2014	38	42581	28500.00
Citroen	Berlingo	CITR	BERLING	2013	2	1	B9C MY13 L2 HDi Van 5dr Man 5sp 808kg 1.6DT	F	L	F	B9C	MY13	L2	HDi	Van	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Manual	Floor	5	5	1560	1.6	4	Diesel	Turbo Intercooled	VAN	Overhead Cam	Piston	60	Direct Injection	Electronic Sequential	3170	2170	VF77L9HF0JD######	2728	1832	4628	1810	NULL	1475	808	66.00	NULL	4000	215	NULL	1750	NULL	2	BERL21BSEPM	FRANCE	4	4 Stroke	In-line	Front	PSA 9HF*****#######	13.40	195/65 R15	195/65 R15	15x7.0	15x7.0	1000	725	3yr Roadside	NULL	3	100000	NULL	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.50	5.50	3.50	143	164	132	6.30	5.10	5.50	NULL	NULL	NULL	Light Commercial	Vans/CC	<= 2.5t	T	120	80	10150	13150	11950	15000	9000	10800	13500	24990	White	Sunshine (VIC)	Auction	2017-05-09 00:00:00.000	03/2014	38	177756	8000.00
Ford	Territory	FORD	TERRITO	2008	0	8	SY Ghia Wagon 5dr Spts Auto 4sp 4.0i	F	L	F	SY	NULL	Ghia	NULL	Wagon	NULL	NULL	NULL	NULL	Rear Wheel Drive	RWD	Sports Automatic	Floor	4	5	3984	4.0	6	Petrol - Unleaded ULP	Aspirated	SUV	DOHC with VVT	Piston	75	Multi-Point Injection	Electronic Sequential	NULL	NULL	6FPAAAJGAT8*#####	2842	1714	4856	1898	2015	1967	NULL	190.00	NULL	5250	383	NULL	2500	91	5	38527	AUSTRALIA	4	4 Stroke	In-line	Front	JGAT8* #####	NULL	235/60 R17	235/60 R17	17x7.5	17x7.5	2300	750	1 year roadside	NULL	3	100000	3000	4	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.00	5.00	2.50	289	NULL	NULL	NULL	NULL	12.20	NULL	NULL	4	SUV	Large	< $70K	T	230	140	6450	9000	8150	10800	5500	7300	9800	51990	White	Hobart (TAS)	Dealer Only Auction	2016-02-18 00:00:00.000	04/2008	94	263454	4000.00
Audi	Q5	AUDI	Q5	2009	3	0	8R TFSI Wagon 5dr S tronic 7sp quattro 2.0T	F	L	F	8R	NULL	TFSI	NULL	Wagon	NULL	NULL	NULL	NULL	Four Wheel Drive	4WD	Sports Automatic Dual Clutch	Floor	7	5	1984	2.0	4	Petrol - Premium ULP	Turbo Intercooled	SUV	Double Overhead Cam	Piston	75	Direct Injection	Electronic Sequential	4320	2320	WAUZZZ8RX9A######	2807	1653	4629	1880	1740	1740	580	155.00	4300	6000	350	1500	4200	95	5	8RB06Y	GERMANY	4	4 Stroke	In-line	Front	CDN %#####	7.20	235/65 R17	235/65 R17	17x8.0	17x8.0	2000	750	3Yr Roadside	NULL	3	-1	15000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.50	6.50	3.50	197	242	171	10.40	7.30	8.50	Euro 4	NULL	5	SUV	Medium	> $60K	T	200	120	14450	17800	16650	20350	12600	15000	18500	59900	Black	Newcastle (NSW)	Fixed Price	2017-07-08 00:00:00.000	01/2010	90	104363	19400.00
Toyota	Camry	TOYO	CAMRY	2014	10	13	ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i (Oct)	F	L	F	ASV50R	NULL	Altise	NULL	Sedan	NULL	NULL	NULL	Oct	Front Wheel Drive	FWD	Sports Automatic	Floor	6	4	2494	2.5	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	70	Multi-Point Injection	Electronic Sequential	3300	2100	6T1BF3FK90#######	2775	1470	4815	1825	1465	1420	635	133.00	NULL	6000	231	NULL	4100	91	5	ASV50R-DETDKQ	AUSTRALIA	4	4 Stroke	In-line	Front	2AR-#######	9.30	215/60 R16	215/60 R16	16x6.5	16x6.5	1200	500	NULL	NULL	3	100000	5000	3	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.50	6.50	3.50	183	255	142	10.90	6.00	7.80	Euro 4	E10	5	Passenger	Medium	< $60K	T	75	45	12250	15250	13900	17150	10800	12500	15500	30490	Silver	Dubbo (NSW)	Auction	2017-11-16 00:00:00.000	07/2014	40	56839	11500.00
SKODA	Octavia	SKOD	OCTAVIA	2015	0	18	NE MY15.5 RS 162TSI Wagon 5dr DSG 6sp 2.0T	F	L	F	NE	MY15.5	RS	162TSI	Wagon	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic Dual Clutch	S/Wheel & Floor	6	5	1984	2.0	4	Petrol - Premium ULP	Turbo Intercooled	PASS	Double Overhead Cam	Piston	50	Direct Injection	Electronic Sequential	NULL	NULL	TMBKE#NE#F#######	2680	1452	4685	1814	NULL	1458	NULL	162.00	NULL	6200	350	1500	4400	98	5	NULL	CZECH REPUBLIC	4	4 Stroke	In-line	Front	CHH*#####	7.10	225/40 R18	225/40 R18	18x7.5	18x7.5	1600	730	NULL	NULL	3	-1	15000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.50	7.50	4.50	154	194	132	8.30	5.60	6.60	Euro 5	NULL	5	Passenger	Medium	< $60K	T	50	30	23800	28450	26300	31250	21500	24200	28800	40440	Silver	Sunshine (VIC)	Auction	2017-05-02 00:00:00.000	08/2015	21	53150	26250.00
Mazda	3	MAZD	3	2016	5	37	BN5438 SP25 Astina Hatchback 5dr SKYACTIV-Drive 6sp 2.5i	F	L	F	BN5438	NULL	SP25	Astina	Hatchback	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic	S/Wheel & Floor	6	5	2488	2.5	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	51	Direct Injection	Electronic Sequential	NULL	NULL	JM0BN543810######	2700	1465	4470	1795	1341	NULL	NULL	138.00	NULL	5700	250	NULL	3250	91	5	300LAH5SP25A	JAPAN	4	4 Stroke	In-line	Front	PY ########	NULL	215/45 R18	215/45 R18	18x7.0	18x7.0	1200	600	NULL	NULL	3	-1	10000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	143	NULL	NULL	NULL	NULL	6.10	Euro 5	E10	5	Passenger	Small	< $40K	T	25	15	25650	30500	28150	33400	23300	26000	30800	35490	25D - Snowflake White Pearl Mica (M)	Chullora (NSW)	Dealer Only Auction	2017-10-17 00:00:00.000	10/2016	12	7606	29100.00
Holden	Cruze	HOLD	CRUZE	2015	7	15	JH Series II MY16 CD Sportwagon 5dr. Spts Auto 6sp 1.8i	F	L	F	JH Series II	MY16	CD	NULL	Wagon	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic	Floor	6	5	1796	1.8	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	60	Multi-Point Injection	Electronic Sequential	NULL	NULL	KL3JA35MJGK######	2685	1521	4675	1797	NULL	1397	NULL	104.00	NULL	6300	175	NULL	3800	91	5	8PD35114	SOUTH KOREA	4	4 Stroke	In-line	Front	F18D4 ###### KA	NULL	205/60 R16	205/60 R16	16x6.5	16x6.5	1200	750	1yr Roadside	NULL	3	100000	15000	9	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.00	7.50	4.00	175	250	132	10.50	5.70	7.40	Euro 5	NULL	5	Passenger	Small	< $40K	T	50	30	12550	15600	14200	17500	11000	12800	15900	24090	White	Belmore (NSW)	Fixed Price	2017-11-21 00:00:00.000	08/2015	27	20901	13390.00
Toyota	Camry	TOYO	CAMRY	2015	4	9	ASV50R Atara SL Sedan 4dr Spts Auto 6sp 2.5i (Apr)	F	L	F	ASV50R	NULL	Atara SL	NULL	Sedan	NULL	NULL	NULL	Apr	Front Wheel Drive	FWD	Sports Automatic	S/Wheel & Floor	6	4	2494	2.5	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	70	Multi-Point Injection	Electronic Sequential	3300	2100	6T1BF3FK90#######	2775	1470	4850	1835	1505	1460	595	135.00	NULL	6000	235	NULL	4100	91	5	ASV50R-DETNKQ	AUSTRALIA	4	4 Stroke	In-line	Front	2AR-#######	NULL	215/55 R17	215/55 R17	17x7.0	17x7.0	1200	500	NULL	NULL	3	100000	5000	3	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.50	6.50	3.50	183	255	142	10.90	6.00	7.80	Euro 4	E10	5	Passenger	Medium	< $60K	T	50	30	20850	25150	23150	27750	18600	21100	25500	37440	4S2 - Magnetic Bronze (T)	Sunshine (VIC)	Dealer Only Auction	2016-06-22 00:00:00.000	09/2015	9	3884	24200.00
Toyota	Tarago	TOYO	TARAGO	2012	7	6	ACR50R MY13 GLX Wagon 8st 5dr CVT 7sp 2.4i	F	L	F	ACR50R	MY13	GLX	NULL	Wagon	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Constantly Variable Transmission	Dash	7	5	2362	2.4	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	65	Multi-Point Injection	Electronic Sequential	NULL	2430	JTEGD52M007######	2950	1810	4795	1800	1795	1755	635	125.00	NULL	6000	224	NULL	4000	91	8	ACR50R-GRXDKQ	JAPAN	4	4 Stroke	In-line	Front	2AZ #######	NULL	215/55 R17	215/55 R17	17x7.0	17x7.0	1600	600	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.00	8.50	4.00	207	270	170	11.70	7.30	8.90	NULL	NULL	5	Passenger	People Movers	< $60K	T	130	80	21200	25500	23700	28300	19100	21700	26000	51990	070 - Crystal Pearl (T)	Belmore (NSW)	Dealer Only Auction	2016-11-03 00:00:00.000	10/2012	49	120491	21600.00
Ford	Ranger	FORD	RANGER	2012	0	10	PX XL Hi-Rider Utility Double Cab 4dr Spts Auto 6sp 4x2 1257kg 2.2DT	F	L	F	PX	NULL	XL	Hi-Rider	Utility	Dual Cab	NULL	NULL	NULL	Rear Wheel Drive	RWD	Sports Automatic	Floor	6	4	2198	2.2	4	Diesel	Turbo Intercooled	CC	Double Overhead Cam	Piston	80	Direct Injection	Electronic Sequential	5950	3200	MNAUMEF80C*######	3220	1815	5359	1850	1943	1896	1257	110.00	NULL	3700	375	1500	2500	NULL	5	NULL	THAILAND	4	4 Stroke	In-line	Front	P4AT-######	NULL	255/70 R16	255/70 R16	16x7.0	16x7.0	3350	750	1 year roadside	NULL	3	100000	NULL	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	238	NULL	NULL	NULL	NULL	8.90	NULL	NULL	5	Light Commercial	PU/CC 4X2	NULL	T	150	100	16450	20150	18550	22550	14400	16700	20600	36990	White	Belmore (NSW)	Dealer Only Auction	2016-08-17 00:00:00.000	06/2012	50	54061	20688.00
Volkswagen	Passat	VOLK	PASSAT	2014	2	0	Type 3C MY14.5 118TSI Sedan 4dr DSG 7sp 1.8T	F	L	F	Type 3C	MY14.5	118TSI	NULL	Sedan	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic Dual Clutch	Floor	7	4	1798	1.8	4	Petrol - Premium ULP	Turbo Intercooled	PASS	Double Overhead Cam	Piston	70	Direct Injection	Electronic Sequential	NULL	NULL	WVWZZZ3CZE*######	2711	1490	4874	1820	NULL	1482	NULL	118.00	4500	6200	250	1500	4500	95	5	3623H7/14	GERMANY	4	4 Stroke	In-line	Front	CDAA*#####	8.50	235/45 R17	235/45 R17	17x7.5	17x7.5	1500	750	3yr Roadside	NULL	3	-1	15000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.00	7.50	4.00	168	226	137	9.70	5.70	7.20	Euro 5	NULL	NULL	Passenger	Medium	< $60K	T	75	45	15150	18600	17000	20800	13300	15300	18900	38990	B4B4 - Candy White (VW)	Belmore (NSW)	Auction	2016-10-12 00:00:00.000	08/2014	26	53727	15000.00
Renault	Koleos	RENA	KOLEOS	2015	1	5	H45 PHASE III MY15 Bose Premium Wagon 5dr. CVT 1sp 4WD 2.5i	F	L	F	H45 PHASE III	MY15	Bose	Premium	Wagon	NULL	NULL	NULL	NULL	Four Wheel Drive	4WD	Constantly Variable Transmission	Floor	1	5	2488	2.5	4	Petrol - Unleaded ULP	Aspirated	SUV	DOHC with VVT	Piston	65	Multi-Point Injection	Electronic Sequential	NULL	2200	VF1VY0***########	2690	1705	4520	1855	1721	1680	NULL	126.00	NULL	6000	226	NULL	4400	91	5	KO4325CBOSE+P	SOUTH KOREA	4	4 Stroke	In-line	Front	2TRB700 P######	10.30	225/55 R18	225/55 R18	18x7.0	18x7.0	2000	750	5yr roadside	NULL	5	-1	NULL	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.50	6.50	3.50	228	288	193	12.00	8.00	9.50	Euro 4	NULL	NULL	SUV	Medium	< $60K	T	50	30	20450	26150	22700	28800	18200	20700	25800	41500	KXC - Ultra Silver (R)	Sunshine (VIC)	Dealer Only Auction	2017-08-24 00:00:00.000	06/2015	26	44612	18000.00
Holden	Rodeo	HOLD	RODEO	2008	0	28	RA MY08 LX Utility Crew Cab 4dr. Auto 4sp 4x4 1018kg 3.0DT	F	L	F	RA	MY08	LX	NULL	Utility	Dual Cab	NULL	NULL	NULL	4X4	4X4	Automatic	Floor	4	4	2999	3.0	4	Diesel	Turbo Intercooled	CC	Double Overhead Cam	Piston	76	Multi-Point Injection	Electronic Sequential	5900	2900	MPATFS77H??######	3050	1750	4900	1800	1882	1865	1018	120.00	NULL	3600	333	NULL	1600	NULL	5	82G43-274	THAILAND	4	4 Stroke	In-line	Front	4JJ1TC-######	NULL	245/70 R16	245/70 R16	16x7.0	16x7.0	2500	750	roadside assist	NULL	3	100000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.50	3.00	2.50	237	NULL	NULL	NULL	NULL	9.00	Euro 4	NULL	3	Light Commercial	PU/CC 4x4	NULL	T	270	180	9800	12750	11950	14950	8600	10800	13500	43990	White	Geebung (QLD)	Auction	2016-06-27 00:00:00.000	04/2008	98	265701	5000.00
Mazda	CX-5	MAZD	CX-5	2013	2	13	KE1031 MY13 Grand Touring Wagon 5dr SKYACTIV-Drive 6sp AWD 2.5i	F	L	F	KE1031	MY13	Grand Touring	NULL	Wagon	NULL	NULL	NULL	NULL	Four Wheel Drive	4WD	Sports Automatic	Floor	6	5	2488	2.5	4	Petrol - Unleaded ULP	Aspirated	SUV	DOHC with VVT	Piston	58	Direct Injection	Electronic Sequential	NULL	2071	JM0KE103100######	2700	1710	4540	1840	1612	1505	459	138.00	NULL	5700	250	NULL	4000	91	5	CX5BAW5L4	JAPAN	4	4 Stroke	In-line	Front	PY-######	NULL	225/55 R19	225/55 R19	19x7.0	19x7.0	1800	750	NULL	NULL	3	-1	1000	NULL	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.50	6.50	3.50	172	219	146	9.40	6.30	7.40	Euro 4	E10	5	SUV	Medium	< $60K	T	120	80	23200	27800	25800	30650	21100	23800	28200	43780	Red	Belmore (NSW)	Auction	2016-11-29 00:00:00.000	06/2013	41	78110	27500.00
Holden	Commodore	HOLD	COMMODO	2015	0	21	VF MY15 SS Sportwagon 5dr. Spts Auto 6sp 6.0i	F	L	F	VF	MY15	SS	NULL	Wagon	NULL	NULL	NULL	NULL	Rear Wheel Drive	RWD	Sports Automatic	Floor	6	5	5967	6.0	8	Petrol - Unleaded ULP	Aspirated	PASS	Pushrod	Piston	71	Multi-Point Injection	Electronic Sequential	NULL	NULL	6G1FC8E##FL######	2915	1474	4939	1898	1850	1805	NULL	260.00	NULL	5600	517	NULL	4400	91	5	8EC35-838	AUSTRALIA	2	4 Stroke	V90	Front	############	NULL	245/45 R18	245/45 R18	18x8.0	18x8.0	2100	750	1yr Roadside	NULL	3	100000	15000	9	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.50	6.50	3.00	278	408	202	17.20	8.50	11.70	Euro 4	E10	5	Passenger	Large	< $70K	T	50	30	27800	33000	30500	36100	25300	28200	33300	47190	Regal Peacock	Sunshine (VIC)	Auction	2017-03-28 00:00:00.000	07/2015	20	60018	30400.00
Toyota	Corolla	TOYO	COROLLA	2013	0	1	ZRE182R Ascent Hatchback 5dr S-CVT 7sp 1.8i	F	L	F	ZRE182R	NULL	Ascent	NULL	Hatchback	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Constantly Variable Transmission	Floor	7	5	1798	1.8	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	50	Multi-Point Injection	Electronic Sequential	NULL	NULL	JTNKU3JE501######	2600	1460	4275	1760	1275	1245	NULL	103.00	NULL	6400	173	NULL	4000	91	5	ZRE182R-AHXDKQ	JAPAN	4	4 Stroke	In-line	Front	2ZR-#######	NULL	205/55 R16	205/55 R16	16x6.5	16x6.5	1300	450	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.50	8.50	5.00	152	197	127	8.50	5.40	6.60	Euro 4	E10	5	Passenger	Small	< $40K	T	100	60	10550	12600	12350	14350	9300	11100	13400	21990	1F7 - Silver Pearl (T)	Geebung (QLD)	Dealer Only Auction	2017-04-12 00:00:00.000	06/2013	46	38045	11450.00
Toyota	Landcruiser Prado	TOYO	PRADO	2010	0	7	KDJ150R GX Wagon 5dr Spts Auto 5sp 4x4 3.0DT	F	L	F	KDJ150R	NULL	GX	NULL	Wagon	NULL	NULL	NULL	NULL	4X4 Constant	4XC	Sports Automatic	Floor	5	5	2982	3.0	4	Diesel	Turbo Intercooled	SUV	Double Overhead Cam	Piston	150	Direct Injection	Electronic Sequential	5490	2990	JTEBH9FJ305######	2790	1845	4930	1885	2210	2320	780	127.00	NULL	3400	410	1600	2800	NULL	5	KDJ150R-GKAEYQ	JAPAN	4	4 Stroke	In-line	Front	1KD-#######	NULL	245/70 R17	245/70 R17	17x6.5	17x6.5	2500	750	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.50	3.00	2.50	225	278	193	10.60	7.30	8.50	Euro 4	NULL	5	SUV	Large	< $70K	T	180	110	22250	26750	25150	29900	20100	23100	27500	58404	040 - Glacier White (T)	Geebung (QLD)	Fixed Price	2016-06-18 00:00:00.000	10/2010	68	328590	20000.00
Holden	Ute	HOLD	UTE	2012	0	0	VE II MY12 Omega Utility Extended Cab 2dr. Spts Auto 6sp 3.0i	F	L	F	VE II	MY12	Omega	NULL	Utility	Extended Cab	NULL	NULL	NULL	Rear Wheel Drive	RWD	Sports Automatic	Floor	6	2	2986	3.0	6	Petrol - Unleaded ULP	Aspirated	CC	DOHC with VVT	Piston	71	Direct Injection	Electronic Sequential	4105	2505	6G1EK4?#*CL######	3009	1463	5060	1899	1641	1641	NULL	190.00	NULL	6700	290	NULL	2400	91	2	8EK80-178	AUSTRALIA	4	4 Stroke	V60	Front	NULL	NULL	225/60 R16	225/60 R16	16x7.0	16x7.0	1600	750	1yr Roadside	NULL	3	100000	15000	9	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.50	8.50	4.00	229	306	184	12.90	7.70	9.60	Euro 5	E85	5	Light Commercial	PU/CC 4X2	NULL	T	150	100	11050	14100	12950	16000	9800	11700	14500	35490	White	Belmore (NSW)	Auction	2017-08-22 00:00:00.000	02/2012	66	96586	12100.00
Holden	Barina	HOLD	BARINA	2013	0	1	TM MY13 CD Sedan 4dr. Auto 6sp 1.6i	F	L	F	TM	MY13	CD	NULL	Sedan	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Automatic	Floor	6	4	1598	1.6	4	Petrol - Unleaded ULP	Aspirated	PASS	Double Overhead Cam	Piston	46	Multi-Point Injection	Electronic Sequential	NULL	NULL	KL3TA69E9DB######	2525	1517	4399	1735	NULL	1235	NULL	85.00	NULL	6000	155	NULL	4000	91	5	NULL	SOUTH KOREA	4	4 Stroke	In-line	Front	?16?**######**	NULL	195/65 R15	195/65 R15	15x6.0	15x6.0	1100	500	1yr Roadside	NULL	3	100000	15000	9	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.60	NULL	NULL	5	Passenger	Light	< $25K	T	100	60	5400	7900	6800	9350	4600	6100	8500	18490	White	Sunshine (VIC)	Special Fixed Price	2016-08-31 00:00:00.000	06/2013	38	46629	9080.00
Toyota	Hilux	TOYO	HILUX	2015	0	20	KUN26R MY14 SR Utility Double Cab 4dr Auto 5sp 4x4 840kg 3.0DT	F	L	F	KUN26R	MY14	SR	NULL	Utility	Dual Cab	NULL	NULL	NULL	4X4 Dual Range	4XD	Automatic	Floor	5	4	2982	3.0	4	Diesel	Turbo Intercooled	CC	Double Overhead Cam	Piston	76	Direct Injection	Electronic Sequential	5280	2780	MR0FZ22G700######	3085	1860	5135	1760	1940	1885	840	126.00	NULL	3600	360	1400	3200	NULL	5	KUN26R-PRADYQ	THAILAND	4	4 Stroke	In-line	Front	1KD-#######	NULL	225/70 R17	225/70 R17	17x6.0	17x6.0	2500	750	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.00	3.00	NULL	230	NULL	NULL	11.10	7.30	8.70	NULL	NULL	5	Light Commercial	PU/CC 4x4	NULL	T	60	40	29450	34900	32250	38100	26900	29900	35200	45240	040 - Glacier White (T)	Belmore (NSW)	Auction	2016-06-14 00:00:00.000	03/2015	15	83995	30750.00
